DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 5th Grade),Average Incoming Math Proficiency (Based on 5th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
10X360,P.S. 360,Elementary,443,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.86,0.9,0.87,0.88,0.9,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,05/01/2017 12:00:00 AM,,,0.201,0.244,0.122,0.891,0.226,0.817,0.018,0.113,0.837,0.032,3.8,0.634,0.911,0.374,0.954
10X363,Academy For Personal Leadership And Excellence,Middle,557,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.92,0.77,0.96,0.87,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,2.19,2.27,0.336,0.257,0.063,0.935,0.226,0.851,0.016,0.102,0.865,0.011,8,0.774,0.928,0.246,0.96
10X368,In-Tech Academy (M.S. / High School 368),Middle,480,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.73,0.74,0.66,0.77,0.8,0.82,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,06/01/2018 12:00:00 AM,2.61,2.75,0.206,0.194,0.088,0.833,0.227,0.735,0.038,0.077,0.852,0.023,3,0.866,0.93,0.228,0.966
10X382,"Elementary School for Math, Science, and Technolog",Elementary,273,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.86,0.74,0.94,0.88,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.341,0.161,0,0.965,0.399,0.894,0,0.223,0.769,0,10,0.947,0.922,0.291,0.966
10X386,School for Environmental Citizenship,Elementary,526,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.84,0.71,0.87,0.88,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.382,0.19,0.048,0.975,0.39,0.92,0.004,0.129,0.854,0.013,4.6,0.723,0.933,0.218,0.964
10X390,M.S. 390,Middle,539,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.81,0.86,0.65,0.91,0.95,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,11/20/2015 12:00:00 AM,2.31,2.34,0.297,0.254,0.093,0.949,0.38,0.865,0.006,0.128,0.863,0.002,18.8,0.413,0.933,0.208,0.965
10X391,The Angelo Patri Middle School,Middle,530,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.67,0.67,0.61,0.7,0.85,0.8,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,2.07,2.1,0.36,0.264,0.077,0.955,0.313,0.9,0.015,0.215,0.745,0.013,0.8,0.688,0.911,0.285,0.945
10X396,P.S. 396,Elementary,303,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.93,0.82,0.91,0.91,0.93,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,03/04/2015 12:00:00 AM,,,0.251,0.353,0.03,0.926,0.37,0.848,0.01,0.178,0.779,0.023,7.6,0.59,0.934,0.203,0.964
10X447,Creston Academy,Middle,460,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.79,0.76,0.83,0.87,0.87,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,03/16/2015 12:00:00 AM,2.27,2.3,0.35,0.183,0.002,0.943,0.32,0.828,0.015,0.098,0.865,0.013,3,0.61,0.933,0.2,0.968
10X459,East Fordham Academy for the Arts,Middle,278,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.69,0.66,0.6,0.72,0.82,0.87,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,01/14/2015 12:00:00 AM,2.19,2.13,0.309,0.281,0.101,0.963,0.324,0.892,0.018,0.129,0.813,0.011,3.3,0.6,0.893,0.405,0.969
11X016,P.S. 016 Wakefield,Elementary,325,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.89,0.7,0.87,0.92,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,04/01/2018 12:00:00 AM,,,0.102,0.302,0.126,0.855,0.206,0.794,0.055,0.483,0.342,0.028,0.8,0.966,0.896,0.448,0.97
11X019,P.S. 019 Judith K. Weiss,K-8,511,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.9,0.77,0.92,0.94,0.9,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,12/01/2016 12:00:00 AM,,,0.094,0.166,0.006,0.439,0.074,0.366,0.031,0.068,0.278,0.601,10,0.879,0.943,0.163,0.956
11X021,P.S. 021 Philip H. Sheridan,Elementary,707,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.72,0.84,0.66,0.8,0.8,0.81,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,04/01/2017 12:00:00 AM,,,0.1,0.207,0.127,0.882,0.287,0.818,0.024,0.648,0.279,0.016,16,0.833,0.9,0.401,0.943
11X041,P.S. 041 Gun Hill Road,Elementary,920,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.88,0.93,0.87,0.97,0.96,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/26/2016 12:00:00 AM,,,0.118,0.193,0.064,0.911,0.277,0.836,0.023,0.493,0.458,0.021,12.1,0.625,0.903,0.402,0.968
11X068,P.S. 068 Bronx,Elementary,664,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.69,0.59,0.64,0.61,0.89,0.74,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.008,0.259,0.086,0.747,0.128,0.672,0.015,0.762,0.197,0.009,1.8,0.768,0.921,0.283,0.946
11X076,P.S. 076 The Bennington School,Elementary,956,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,0.64,0.76,0.73,0.75,0.91,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,11/01/2016 12:00:00 AM,,,0.144,0.169,0.061,0.829,0.173,0.744,0.041,0.453,0.424,0.067,0.8,0.397,0.908,0.36,0.959
11X078,P.S. 078 Anne Hutchinson,Elementary,788,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,0.9,0.93,0.91,0.89,0.87,0.9,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,02/01/2017 12:00:00 AM,,,0.063,0.174,0.061,0.833,0.16,0.775,0.016,0.721,0.23,0.027,18.8,0.75,0.9,0.424,0.96
11X083,P.S. 083 Donald Hertz,K-8,1698,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.83,0.72,0.84,0.92,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,05/04/2015 12:00:00 AM,,,0.175,0.201,0.052,0.715,0.102,0.627,0.09,0.067,0.482,0.35,4.8,0.86,0.952,0.105,0.96
11X087,P.S. 087 Bronx,Elementary,594,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.74,0.78,0.65,0.85,0.88,0.88,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,12/01/2016 12:00:00 AM,,,0.027,0.221,0.049,0.743,0.184,0.682,0.059,0.699,0.172,0.013,9.7,0.846,0.926,0.267,0.959
11X089,P.S. 089 Bronx,K-8,1494,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.89,0.77,0.91,0.88,0.91,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,04/01/2017 12:00:00 AM,,,0.216,0.179,0.039,0.85,0.129,0.771,0.093,0.191,0.546,0.155,7.8,0.713,0.913,0.348,0.969
11X096,P.S. 096 Richard Rodgers,Elementary,952,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.95,0.87,0.91,0.91,0.95,Proficient,Proficient,Proficient,Well Developed,Developing,Well Developed,Proficient,Proficient,Proficient,Developing,11/01/2017 12:00:00 AM,,,0.098,0.212,0.05,0.861,0.202,0.785,0.036,0.203,0.646,0.103,15.9,0.783,0.907,0.357,0.959
11X097,P.S. 097 Bronx,Elementary,659,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.79,0.78,0.8,0.72,0.89,0.8,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,12/01/2017 12:00:00 AM,,,0.09,0.214,0.08,0.667,0.08,0.584,0.178,0.27,0.372,0.159,11.8,0.824,0.934,0.215,0.959
11X103,P.S. 103 Hector Fontanez,Elementary,1129,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.88,0.75,0.89,0.89,0.9,Proficient,Proficient,Proficient,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,12/01/2017 12:00:00 AM,,,0.177,0.224,0.075,0.883,0.175,0.813,0.023,0.493,0.428,0.023,8.1,0.788,0.901,0.4,0.958
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,1101,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.92,0.88,0.9,0.89,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,03/01/2018 12:00:00 AM,,,0.263,0.198,0.012,0.878,0.178,0.805,0.082,0.114,0.627,0.158,11.9,0.91,0.923,0.283,0.954
11X106,P.S. 106 Parkchester,Elementary,1048,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.92,0.87,0.92,0.92,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,12/01/2016 12:00:00 AM,,,0.158,0.198,0.07,0.794,0.149,0.734,0.331,0.272,0.347,0.034,26.1,0.947,0.926,0.275,0.941
11X108,P.S. 108 Philip J. Abinanti,Elementary,597,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.74,0.84,0.84,0.8,0.94,0.84,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,04/01/2018 12:00:00 AM,,,0.122,0.162,0.042,0.599,0.095,0.521,0.112,0.06,0.425,0.385,12,0.773,0.937,0.198,0.958
11X111,P.S. 111 Seton Falls,Elementary,628,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.66,0.63,0.7,0.51,0.84,0.74,Proficient,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.068,0.303,0.137,0.883,0.229,0.826,0.011,0.604,0.365,0.011,5,0.778,0.904,0.411,0.962
11X112,P.S. 112 Bronxwood,Elementary,381,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,0.84,0.9,0.78,0.88,0.88,0.9,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,05/01/2018 12:00:00 AM,,,0.052,0.234,0.11,0.934,0.312,0.874,0.003,0.488,0.488,0.021,0.8,0.824,0.901,0.41,0.957
11X121,P.S. 121 Throop,Elementary,881,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,0.7,0.71,0.72,0.66,0.9,0.81,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,04/01/2018 12:00:00 AM,,,0.065,0.195,0.061,0.752,0.169,0.658,0.075,0.558,0.3,0.058,3.9,0.839,0.924,0.286,0.955
11X127,J.H.S. 127 The Castle Hill,Middle,806,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.91,0.73,0.92,0.84,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,01/01/2018 12:00:00 AM,2.61,2.62,0.17,0.181,0.043,0.799,0.181,0.73,0.315,0.218,0.421,0.026,12.8,0.667,0.941,0.186,0.96
11X144,J.H.S. 144 Michelangelo,Middle,492,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.93,0.96,0.83,0.97,0.9,0.96,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,04/01/2017 12:00:00 AM,2.32,2.32,0.106,0.283,0.138,0.786,0.199,0.701,0.028,0.6,0.323,0.041,3,0.725,0.901,0.382,0.953
11X153,P.S. 153 Helen Keller,Elementary,631,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.66,0.73,0.66,0.73,0.91,0.84,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,05/04/2015 12:00:00 AM,,,0.021,0.127,0.025,0.512,0.048,0.436,0.116,0.572,0.252,0.043,3.8,0.857,0.952,0.133,0.947
11X160,P.S. 160 Walt Disney,Elementary,357,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.64,0.76,0.71,0.71,0.89,0.82,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,01/01/2017 12:00:00 AM,,,0.056,0.261,0.132,0.586,0.109,0.51,0.02,0.625,0.314,0.014,14,0.512,0.939,0.2,0.96
11X169,Baychester Academy,Elementary,373,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.88,0.85,0.89,0.92,0.92,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,,,,,,11/24/2014 12:00:00 AM,,,0.059,0.196,0.072,0.737,0.139,0.641,0.011,0.724,0.217,0.013,9,0.538,0.937,0.184,0.965
11X175,P.S. 175 City Island,K-8,332,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.93,0.71,0.9,0.93,0.89,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Proficient,Developing,Proficient,12/01/2017 12:00:00 AM,,,0.03,0.187,0.009,0.379,0.069,0.364,0.036,0.09,0.358,0.488,13,0.917,0.948,0.091,0.966
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,435,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.77,0.84,0.75,0.83,0.9,0.84,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,12/01/2016 12:00:00 AM,,,0.048,0.232,0.106,0.606,0.163,0.54,0.032,0.593,0.326,0.037,6.8,0.756,0.939,0.206,0.962
84K536,Community Roots Charter School,K-8,474,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.83,0.94,0.77,0.96,0.98,0.93,,,,,,,,,,,,,,0.017,0.234,0.002,0.376,0.021,0.253,0.053,0.291,0.16,0.411,,,0.949,0.11,
11X180,M.S. 180 Dr. Daniel Hale Williams,Middle,968,,,Meeting Target,,Exceeding Target,Approaching Target,Meeting Target,0.75,0.69,0.66,0.72,0.93,0.79,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,03/01/2018 12:00:00 AM,2.81,2.84,0.02,0.175,0.08,0.59,0.09,0.501,0.029,0.695,0.225,0.024,1.8,0.836,0.949,0.136,0.96
11X181,I.S. 181 Pablo Casals,Middle,883,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.88,0.75,0.94,0.89,0.9,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,,,,,,03/13/2015 12:00:00 AM,2.68,2.76,0.034,0.232,0.07,0.626,0.087,0.513,0.049,0.587,0.292,0.037,12,0.71,0.934,0.207,0.97
11X189,Cornerstone Academy for Social Action,Elementary,340,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.79,0.86,0.73,0.92,0.94,0.92,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,12/22/2014 12:00:00 AM,,,0.047,0.218,0.091,0.815,0.232,0.744,0.006,0.491,0.447,0.026,7,0.727,0.919,0.306,0.967
11X194,P.S./M.S. 194,K-8,1326,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.81,0.78,0.83,0.88,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,03/01/2017 12:00:00 AM,,,0.195,0.15,0.049,0.855,0.148,0.781,0.362,0.06,0.497,0.057,7.7,0.859,0.936,0.206,0.965
11X287,North Bronx School of Empowerment,Middle,568,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.72,0.7,0.59,0.78,0.81,0.79,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,05/08/2015 12:00:00 AM,2.24,2.16,0.139,0.269,0.107,0.858,0.218,0.798,0.028,0.592,0.331,0.025,3.9,0.644,0.893,0.371,0.954
11X326,Bronx Green Middle School,Middle,395,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.87,0.73,0.86,0.88,0.92,Well Developed,Developing,Proficient,Proficient,Proficient,,,,,,04/27/2015 12:00:00 AM,2.4,2.42,0.192,0.215,0.046,0.847,0.129,0.749,0.073,0.215,0.57,0.134,7.6,0.769,0.915,0.312,0.953
11X355,Bronx Alliance Middle School,Middle,339,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.66,0.61,0.77,0.85,0.79,Developing,Developing,Proficient,Developing,Developing,,,,,,03/06/2015 12:00:00 AM,2.27,2.21,0.053,0.206,0.065,0.817,0.224,0.737,0.041,0.631,0.31,0.003,0.4,0.5,0.903,0.42,0.946
11X357,Young Voices Academy of the Bronx,Elementary,313,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,,0.94,0.96,0.94,0.96,0.95,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,10/01/2017 12:00:00 AM,,,0.224,0.131,0.003,0.794,0.195,0.696,0.102,0.086,0.671,0.131,5,0.84,0.928,0.246,0.968
11X370,Leaders of Tomorrow,Middle,400,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.9,0.72,0.95,0.91,0.92,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,05/01/2018 12:00:00 AM,2.28,2.23,0.133,0.338,0.14,0.872,0.208,0.803,0.023,0.568,0.36,0.025,6,0.7,0.909,0.317,0.974
11X462,Cornerstone Academy for Social Action Middle Schoo,Middle,267,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.88,0.96,0.78,0.95,0.87,0.94,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Developing,Proficient,01/01/2018 12:00:00 AM,2.4,2.48,0.022,0.251,0.011,0.74,0.116,0.663,0,0.64,0.326,0.026,9,0.842,0.932,0.195,0.981
11X468,Pelham Academy of Academics and Community Engageme,Middle,323,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.86,0.74,0.83,0.87,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,01/12/2015 12:00:00 AM,2.5,2.59,0.136,0.217,0.043,0.789,0.13,0.684,0.077,0.142,0.625,0.149,9,0.444,0.932,0.233,0.974
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,636,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.92,0.9,0.96,0.93,0.94,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,01/30/2015 12:00:00 AM,,,0.068,0.217,0.033,0.707,0.075,0.591,0.074,0.119,0.635,0.16,8,0.933,0.942,0.16,0.951
11X529,One World Middle School at Edenwald,Middle,332,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.88,0.93,0.82,0.96,0.91,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,12/18/2015 12:00:00 AM,2.4,2.44,0.069,0.232,0.006,0.752,0.12,0.666,0.03,0.584,0.325,0.015,7,0.658,0.937,0.227,0.947
11X532,Baychester Middle School,Middle,300,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.82,0.78,0.66,0.83,0.88,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,11/01/2017 12:00:00 AM,2.31,2.24,0.04,0.223,0.097,0.774,0.147,0.68,0.02,0.68,0.267,0.007,7,0.417,0.925,0.28,0.959
11X556,Bronx Park Middle School,Middle,406,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.92,0.79,0.95,0.88,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,02/01/2018 12:00:00 AM,2.43,2.48,0.197,0.197,0.049,0.868,0.254,0.776,0.091,0.177,0.581,0.135,1,0.575,0.894,0.375,0.985
